,product,title,rating,body
699,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good experience in smart TV range,4.0,"I was hoping someone will turn up for demonstration as I am facing difficulty in downloading new apps. But, no one came for demonstration. Although, the installation was tedious and we had to call external help. Other than that it is a good product."
700,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Remote stopped working,1.0,"The media could not be loaded.
                




   We purchased this one plus tv twice one of the Remote stopped working and no support provided by Amazon and one plus tv is useless without remote no physical button in tv is given and no replacement of remote available in market"
701,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"Good product but expected one plus brand quality, premiumness",3.0,"Good product...Picture quality is good, surround sound works well.Fairly responsive UI.Expected awesome picture quality and premium UI quality and response but it's not there, so didn't feel like a one plus brand TV.UI clarity is very bad, feel like it is pixelated, but video/picture quality is good"
702,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Stops working on its own.,1.0,The TV stopped working in less than a year.
703,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Value for money,5.0,Nyc product.I have been using one plus 6 for last 2 yrs and i m very satisfied with the quality that one plus offers and this smart tv form one plus is also good
704,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Best Tv in this segment,4.0,Good product in this segment but sound quality is average oneplus should improve sound quality and remote response is also littile bit slow and it's wifi connectivity only support 2.4ghz oneplus should work on these cons. I like its best feature is one plus connect app it is connect phone to tv to use phone like remote and screencast etc
705,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good,3.0,I bought my TV on 1st march 2021 and installed on 3rd March and I experience with too good quality. But it become zero brightness on 5 march 2021.i raised a complaint and verified by technician and I placed a replacement. Now I received a new product on 9 th march 2021.. And I'm waiting for installation. I'm hoping for this will be good than my old product
706,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worst,1.0,Screen flickering started immediately after installation.Installation also not went smoothly.No proper supportNo priority to customers
707,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Received definitive product,1.0,"Received the defective productAsked the amazon executive to replace the product but they he said it is only possible after the technician visit but technician cancled my appointment without informing me later i received sms to reschedule the technician visit i don't understand whats happening with the Amazon,Please dont buy these product one of the worst product from the oneplus"
708,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Works just for one year...,1.0,"Bought this on aug2020 and in less than a year the picture went off, had to get it repaired twice. After the warrenty it happened in 13th month again and having to pay out of pocket."
709,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),good and bad,3.0,the tv has great picture quality and it is very hard and tasking to pair the remote control to the tv but for sound quality you will need speakers with a sub woofer as the tv sounds like 2 old toshiba laptops arguing over who gets to charge first
710,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Not worth to purchase,2.0,Ram is too less.Picture quality is poor only offers 720 PxSlow processorWhen done screen cast there is a lag between both the screens (phone and TV) which is again a problemDo not purchase this TV because you can have other brand TV in market in same price with better configuration
711,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Not compitable with Alexa.,3.0,"One plus tv and features are good. But As amazon showing combo with ""Alexa"". It's not pairing. And there is 250 people who wrote about this on OnePlus site. Although cutomer care telling to contact oneplus . Although Amazon is promoting as Combo."
712,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),I am and always will be a fan of OnePlus devices.,5.0,Could not have asked for more in this price. The tv is perfect just as one would expect from a OnePlus Device.But it is  better to get a soundbar with it for amazing sound.
713,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"Have been using this TV for six months now, poor software optimisation.",4.0,"Poor software optimization... The TV works fine however while watching Netflix, the TV will automatically change to Oxygen play screen... I have reset the TV, hope that fixes the issue"
714,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),VERY NICE,5.0,Very nice Tv in this price range from one plus.Picture quality is superb...Sound quality is ok ok but better than MI TV'sBuilt quality is also goodTv looks premium because of Bezel less design.Remote controller is also made of good quality plastic and it is very good looking
715,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Tv is good but there is no wall mount stand provided,4.0,No wall mounted stand or at least screws (for stand) not providedUnsatisfied with thisuntil than tv is very good
716,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Not Good,1.0,Dont buy seriously telling you guys..instead buy mi or vu tv too many bugs in one plus tv netflux and chromecast not working properly .
717,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"Best at price, will be best at performance when small issues are resolved",4.0,"Quality is good.ButIt lags while on and offScreen mirroring is not possible with Vivo phonesIt only works when external speakers has the hdmi supportChrome casting has issue, even when I disconnect the YouTube or wynk, it keeps playing on the TV screenHoping that Oneplus will have the OTA updates very soon to fix these issues"
718,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worst of money,1.0,"After sale service was worst. Don't buy this product. Repair parts are not available and for any service you have to take many follow up. Go for MI Led TV, much better than this one"
719,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worst product...worst service..,1.0,From 4 months continuously taking follow ups of the service team for the wifi connection issue...every time I getting different reason...worst product...worst service....not to suggest to buy this product....
720,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Don't buy this poor service audio and video not clear,2.0,After one week of purchase lines on screen with picture enlarged.....service man came and told it's software problem and rectified but the problem repeated again in one week.... service man told that the display should be changed ......so booked again for service ..no responce till ten days...very bad service and waste to buy this.
721,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worth in 14k,4.0,Picture quality is good. Features is fine.Sound is not much expected.No wall clamps. Do not dependent installation on VECARE. Better install ourself. They charged 300 for installation. Product overall outlook is good.
722,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"1pluse Led tv good as expected, thanx 1pluse and amazon",5.0,"The media could not be loaded.
                




   Amazon thanxs your delivery before expected  time and my LED is very good condition. Amazon is first choice always for online shopping. My LED tv is very good sound quality are best"
723,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),not working,1.0,whenever i try to enter the wifi password i am not able to enter it and i am not even getting an on display keyboard had to use a separate keyboard. And whenever i click on google assistant the bluetooth window pops open and it shows searching for accesories
724,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Installation not service don't buy Amazon,5.0,Tv is awesome but installation not free... I try the lot of times call that technician but that guy not pick my call.. finally I paid local technician for installation... Wrost service in Amazon pls don't buy Amazon...pls go the showroom
725,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),So very laggy!,1.0,I expected more out of one plus. this tv is so laggy that it makes the whole tv watching experience a pain. I have. picture quality and the features are good but the slowness shadows is all.
726,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"Hardware seems fine, software requires improvement",3.0,Picture quality and sound are good..Software has following bugsIf you close the tv directly from the switch date got reset and after that wifi doesn't get connected.Unable to do screen castUnable to connect app using oneplus phoneSometimes apps got stuck
727,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),WORST TV  EVER USED,1.0,I GOT THE TV 4 MONTHS BACK THE TV STOPPED WORKING THE AMAZON SALES MAN CAME HE SAID THE MOTHER BOARD IS DEAD IT WILL BE REPLACED BUT AFTER TWO MONTHS NO HAS YET COME
728,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),One of the most worst TV and Customer support,1.0,"In month of Jan 21 purchase 43inch TV problem of automatic switch on off has been start to happen on continuous basis, not able to watch the TV for more than  3 min auto switch off and automatic restart happen within 4 days , complain and replace the TC again after 1 month same problem has been occur one of the worst customer support.."
729,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Not satisfied with the product,2.0,Picture and sound quality not as expected as one plus. Installation person didn't show up so I had to do it myself and had to buy other accessories too.
730,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worthy for money,5.0,Facing remote connectivity issue as well as automatically it going to open Netflix or Prime while watching TV. Sound quality need to improve. Screen quality was awesome.
731,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worst service and product,1.0,Very worst service from Amazon I have booked the tv in November month installation person not came and tv was not working properly deffective piece was came  lots of complaints to Amazon not solve my problem still tv was not working
732,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),I will give 3.5 out of 5 in overall performance,4.0,overall one plus TV is working fine . picture quality is not up to the mark. sound is ok for me. if you like to play mobile then this TV is enough smart. I will give 3.5 out of 5 in overall performance. it's been one days when I purchased this product.
733,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Sad sound quality and echo dot wasn't delivered,2.0,The tv is good value for money but the sound echoes and is not at all good... Have filed a complaint ... Let's see how do they deal with the problem... Will rewrite the review once the tv has been attended...plus didn't receive the echo dot... If at all it was meant to come along the tv then why so much confusion
734,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Ok for the price,4.0,Pros:1. Very good from the price point2. Setting up was easyCons:1. The software has lot of bugs and needs to be fixed.2. Connect app is very poor. Was never able to use it even from OnePlus phone.
735,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Sounds quality is very bad,1.0,Sound quality was very bad  broken  soundsOxygen play  (OS)  and kid mode is  not  preinstalledService is  poorly
736,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Sreen issue,1.0,Screen issue don't buy any product from OnePlus with in 9 month only my tv screen showing black dots on tv I called the customer care they're not even responding properly.So don't buy tv's from OnePlus. Mi Tv's are better than OnePlus tv's. I am able to give 0 rating so I am giving 1.
737,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Patch on screen,4.0,"Hello,I bought this 32 inch tv on diwali sale it's only 6 to 7 month old. there is a patch on tv as shown in picture appears 1.5 month ago. i complained in customer care a month ago but there is not any single response of any mails and calls. pleas help to resolve it"
738,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Low standard ..,1.0,Poor quality in terms of software .. facing multiple problems regarding connectivity and processing of tv.. Raising complaint twice to retrun and refund this one Plus tv .but still no solution came from Amazon side..Now I don't want to keep this tv not even it's replacement..need by money back
739,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Poor product with cheap parts and very cheap after sale service,1.0,Tv worked fine first 7 months then it started flickering i had this display issue tried to contact Amazon and OnePlus for this they made me wait 2 months and still the problem is not fixeddd and guess what my Warranty will be over in next few days!!
740,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Received a decifitive pice and unable to pair Remote and also software issue,1.0,I got defective tv unable to connect the wifi and have some remote pairings issue
741,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good product and quick delivery,5.0,Writing this review after almost of using one plus TV.... Delivery as expected.... The technician called and gave us the estimated time of delivery..... Good picture quality and sound quality..... Good product for 25k price range...... Easy to use.... Easy to install other apps like voot and tvf.... Recommended to buy
742,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Great,5.0,This OnePlus TV is very good picture quality and sound quality and all other apps like YouTube work perfectly and OnePlus connect feature is awsume
743,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good product with only one drawback,3.0,Oneplus has come up with this smart tv as very low cost and as per the picture & sound quality it is amazing. Only drawback i found in it is that there is no option available to set picture or sound quality. It will be default and depend upon your connection. Due to this you get sharp colors and the base of sound is also very low.
744,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Could do better,3.0,Cancelled another brands order to get this. A little disappointing when it keeps hanging every once in a while.. Picture quality and user interface is great though..
745,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Except picture quality nothing is good.. Remote response painfully slow.,3.0,"Except picture quality nothing is good.. Remote response painfully slow.. Voice feature not working, dumb tele  customer support .. MI farway better than 1+"
746,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Slow Tv not a OnePlus TV,1.0,Picture quality is best but  sound and remote control is not at all good the tv is strucking and not working smoothly and it's not connect & not controlled by alexa echo dot
747,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worst choice in life,1.0,Worst product too much lags no clear volume it cannot be returned and even wall mount stand have charges what the benift of service then. Donot buy for brand go to another. I can now only regret. Amazon even don't return and exchange they want themself to see lag it this covid situation even you cannyopen box without techniqation as then warranty will be gone.
748,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Most horrible customer service,1.0,"One plus has the worst customer service , my tv is in repair since a month and they aren't responding"
749,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Tv installation person will visit after 15 days only,1.0,Product delivered on time but the installation doesn’t... It’s been 10 days and I am still waiting for an installation person to visit. No matter how many times you reschedule it always they tell that the site is not ready and please reschedule it again. I am planning to return the product now since I lost my cool now.
750,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Value for money,3.0,"Interface issuesLags so muchScreen cast taking too much time to connectApart from above issues, overall product is good within this price range"
751,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Online streaming gives problem,3.0,"There is problem while viewing online series. New series is not loaded and only blank screen is seen. Request One plus team to look into the issue and resolve ASAP. Purchased tv last weekAlso, there is some problem in google assistance."
752,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"Tv performance very worst, Fradu Amazon service center",1.0,"Mirror screen very very slow, Pubg game very slow, tv performance very worst.Not worth tv performanceAnd tv installation service Not receive..But message only received tv installation completed...Fradu Amazon service center ..."
753,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Waste product,1.0,Poor quality in service. Within a span of 10 days  my tv remote functioning has stopped and it takes a 15 days for warrenty claim. Poor and worest service. Go for another brand.
754,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Don’t buy from Amazon  😡,1.0,"It worked only for 2 months, now if I complain in Amazon, they are suggesting to call one plus for any problem issues"
755,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Go for it for low budget SMART TV..,4.0,Cons:Connect app is not workingDolby is just a name i couldn't realize the featureHuge lag with chrome castNot supporting external camera or mobile app.Only option for video call is mirror castimgRemote is laggingPros:Worth for moneyIntergrated launch buttons are cool.Happy installation.
756,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Not at all satisfied.,1.0,"Very very slow processing. Slower than my 4 years old Samsung tv.Remote is of bad quality, takes 5 second to response.WiFi connectivity is bad, had to buy a booster of my wifi just to connect this TV.Very bad experience overall."
757,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),One plus tv,2.0,"The media could not be loaded.
                




   I have received this product !So excitedThey installed it todayBut I noticed some redish kind of display issuesI will see for 3 days if it still persist I dono what to do.THIS IS WHAT I WAS TELLING LOOK AT THAT RED THINGIM RETURNING THIS TVVERYYYYY DISAPPOINTED 😭"
758,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Wonderfully choice!,5.0,No complaints till now. Its a wonderful TV at this price range. Got it for 21k during sale.We do not regret this purchase. Installation went smooth too.
759,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Best TV ......Worst installation service...,5.0,"TV is superb but the provided installation service  is very bad. After waiting for a week from installation date, I mounted TV on wall with help of my wireman.If you are buying it..... Go for it its best TV but make your own arrangement for wall mounting."
760,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Superb clarity!,5.0,What a clarity! Really superb particular with hd channels... Wow superb! Remote works after few seconds but it is ok... And upcourse sound quality... I made a request for oneplus team please improve the sound quality.. If u made sound as perfect then this oneplus tv is 99.999 ok.. Thank u oneplus
761,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),TV is gr8.,5.0,"Just keeep in mind the price, don't expect seemless experience. But according to the rates, its gr8. You get every feature. Use a sound bar for bettoer sound experience."
762,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Please don't buy one plus from Amazon ..,1.0,Brought Tv on 20th of Nov 2020..Calling for service to Amazon from 13th Dec 2020 but no one trun up for service ..Der are black circle appearing on tv from 13th Dec ..dey are also not replacing it .. what u do I don't know
763,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Awesome,5.0,"Before purchase heard online negitive reviews,,, after after buying this TV I must say... I made a perfect decision buying this product... Picture, sound quality Awesome.."
764,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Tv not working and required service,1.0,"Initially I thought I have selected amazing product of one plus because picture quality looks very nice but after using one month problem started like remote not working and we called to execute, he resloved that issue but after one week once again tv not started. So one plus team kindly relsove this issue as early as possible. Please 🙏"
765,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),1 plus third class smart tv dont buy  but thanx to team amazon,1.0,Useless onePlus 32 inch smart tv software outdated delivered on 27th feb 2021 don't buy this third class smart tv 1plus
766,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Not Good to buy.,3.0,"I purchased this product on 20july but I am facing problems like TV is suddenly gets hanging, remote not working few times and some times black screen appears at that time tv didn't work and I have to switch off from plug and replug then it's start working, when we press any key from remote it takes few seconds to capture."
767,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),******Not worth the hype ******,2.0,Display is decent though you had experience of 4KDesign is good but sound quality is worst looks like your listening to a china model phone with no clarityHence would suggest to buy Bluetooth speaker or home theatre or a good sound bar
768,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Disappointed,3.0,"Too late delivery even for prime customer, it took 7+ days to get in home. TV Material quality was too bad and manufacturing defect in top left corner at frame.Disapointed with Product quality and delivery. Picture quality was good . Sound quality was average. If your looking for a TV around 25k consider MI 4K TV  and decide"
769,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Love  with one ➕ smart tv,5.0,"The media could not be loaded.
                




   Installation done finally 🙌  I m happy now it's nice tv"
770,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),VALUE FOR MONEY,4.0,"The media could not be loaded.
                




   The built quality & picture quality is too good.Premium looks at a reasonable price.An issue with the OnePlus Connect app on android device.The quality of sound could have been better.Amazon had delivered the product in less than 20 hours. A big shout out for that!"
771,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Discolouration Issue,3.0,The picture quality is average and sound quality is poor. After using it for some days the screen started showing discolouration which is very bad experience. I think one should not invest their money in on this product.
772,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Audio level is low and no aux output,3.0,Features are good so far but audio output is very low and not enough. Also when I bought a speaker bar came to know that tv doesn’t have aux output as well so I have to entirely rely on bluetooth.
773,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),EXCELLENT PRODUCT WITH AN AFFORDABLE PRICE RANGE.,5.0,"ONE PLUS 32 , AN AMAZING QUALITY PRODUCT, WITH NICE AND SHARP PICTURE QUALITY, USER FRIENDLY FUNCTIONS, EXCELLENT SOUND QUALITY.ALSO FEEL FULL SCREEN PICTURE ENJOYING WITH BASEL FREE SCREEN,AND ABOVE ALL A HIGH QUALITY PRODUCT FROM 1+ COMPANY WITH SUCH AN AFFORDABLE PRICE RANGE.IN SHORT""PAISA VASOOL """
774,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),No buy one plus tv no service,1.0,Its very week productivityNo serviceMe new tv motherbord defect
775,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Excellent purchase,5.0,Writing a review after one year of purchasing this LED tv. It performed really well thoughtout the time. Haven't faced any issue since then.If you're looking for any budget LED Tv. I'd recommend you this.I brought it in previous Dussehra sale in (13990 INR)
776,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Overall Performance is good,4.0,Picture clarity and the smart features are excellent. Except experiencing screen lagging while chromecast my mobile in TV and sometimes voice recognition is not working. Hope the team will fix the bug and release new updates. Can b made more user friendly.
777,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Poor Quality,1.0,After first day wifi got disconnected automatically and now it is not getting connected. WLAN is getting off automatically everytime I am turning it ON. It is not detecting any wifi device present in room.
778,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good in every aspect,5.0,Everything about this device is awesome don't believe negative reviews.Faults may occur in one in a million products.I would definitely say go for it.
779,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Don't wast you money 💰 to buy this one plus TV 43 inch,1.0,Picture quality 10/8Sound quality 10/4Software & app 10/8TV quality was not much ass godI take bad decisions to buy this because of sound quality and I got defects speakerAnd sound was not coming form TVPlz don't buy this TVOr first take demo of sound and picturesNext your money 💰 and you
780,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Most worst service,1.0,"I got product on 23rd with dammaged senser ,till now they are sending engineer to verify whether product is dammaged or not.till now two visits done by engineer.and they scheduled one more visit on Thursday."
781,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worst service by Amazon,1.0,Chorme cast is not working properly in this one plus  TV properly. And I have been asked for replacement from Amazon but no response till date I'm back of them from 5 days ...worst serviceCan you please tell me know how to escalate the issue.... I'm facing issue with screen mirroring
782,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Excellent overall package,5.0,"Extremely happy with my choice,it's been 6 month i am using OnePlus tv , got in very aggressive price, excellent performance ,best connectivity ,best voice recognition, bright display ,great audio quality , great display and much more in very aggressive price and best customer service of oneplus ."
783,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"Excellent product, more value for money",5.0,"Smart features - Oxygen play gives curated content of interest, one plus connect - comfortable control from one plus mobile, etcPicture quality- Superior quality, very sharp with DCI colour feature"
784,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Amazing in this price segment,4.0,Overall performance of tv is amazing. You should have to wait for update after purchasing tv. It take pretty much more time. After update sound has been improved & you can access mobile as remote. Data usage control is still not available may be in future they will provide.
785,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Poor,1.0,"Not at all happy with product, the TV is automatically getting re-start also the color is getting fade.Not user friendly."
786,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Never setal for OnePlus,5.0,Best tv under 13000 rs/- one plus tv is best for buget .Piture quality superbAudio output is some time okRemote control superbBut installation is very bed and poor guy servince in digicare.I am oder 28 july and delever my oder in 2 day .
787,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Perfect budget tv,4.0,"Best budget tv although some apps (Netflix, hotstar) don't broadcast in full screen. Hope to be resolved in next updates."
788,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Facing speed & media support problem.,1.0,After few days suddenly device speed is slow & media i.e. hotstar is not working. Loading time is increased.
789,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Total disappointment from OnePlus,1.0,"I'm very much disappointed by 32y1 model.It lags way to muchTV wont turn on at single shot from remote control, u have to press the button behind TV.No browser like Chrome in itNo file download supportNo 3.5mm Jack.This time i regret buying that tv. Oneplus killed the trust i had in you with this tv"
790,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Don't buy for regular use or home. Poor picture quality,1.0,I suggest don't buy this TV. As installation services is very bad.Also TV's picture quality is very poor. Colours are not soft. Colours are very warm so watching TV is bad experience and damage eyes
791,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good picture quality better than redmi&realme,5.0,It's sound quality isn't as good as VU cinema tv but it's okay at this price point. If you really want to enjoy a good picture quality then go for it.
792,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Don't Buy One Plus 43 inches TV,1.0,"Worst Experience with One Plus 43 inches TV. Never go with One Plus 43 inch variant. Major issues with Red, Blue & Green Vibrancy. Worst voice recognition feature.Don't buy One Plus 43 inches TV. Initiated for refund and refund and return done.Thanks to Amazon India."
793,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Delightful [worth the money],4.0,"Good tv at this price segment.1.first thank you amazon for one day delivery2.Display is very good, cinematic experience,3.performance is very good and smooth due to processor4.bezel are excellent👍5.sound much not good  but better for small room.Overall it is a good tv at this price segment. .. You can go for it"
794,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),One plus Android TV,5.0,The TV is Also GoodNo Installation IssueBuild Quality = 4/5Sounds quality = 4/5Resolution and Color Temperature = 4/5Most Affordable of Middle and Lower Class Family
795,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Audio could be better,4.0,Considering Price it was Good at display but audio quality was not up to the mark remaining all 👍
796,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),I am Loving it while using it,5.0,The best the thing is the sound quality in the price along with the features available
